repo	summary
orax-Grounded-mods/LuaUnit	LuaUnit is a popular unit-testing framework for Lua, with an interface typical of xUnit libraries (Python unittest, Junit, NUnit, ...).
ordinaryrobloxdev/Simple-Scheduler	A simple scheduling tool that schedules events on command!
origincontinued/roblox-outfit-generator	Generate Roblox outfit suggestions using public Marketplace data.
oriolS26/Joc_Mini_Brawl_Entorns	Un microvideojoc de lluita estil Sumo en un entorn 2.5D desenvolupat a Roblox Studio.
oroportaluri/RobloxFontsDownloader	Lets you click on funny .exe someone put on the internet and download all the fonts that are in Roblox Studio by default instead of hunting them down for 5 hours.
orpos/kaledis_go	This is the android dev hmr envinronment. You can use this in kaledis to develop Love2d applications using luau targeting the android plataform
orpos/love2d-dalbit-polyfill	Polyfill libraries for dalbit used transpiling luau to lua (especially Lua 5.3)
Ortho-Games/RbxTween	RbxTween is a powerful, flexible, and easy-to-use tweening library for Roblox, providing smooth animations and robust easing functions.
osabased/diegeticUi	A Roblox project using Rojo and canonical Single Script Architecture (SSA).
Oscarin479/chatbot_roblox	$resumen roblox $favoritos roblox $lego roblox
oscarrojocontreras-sudo/Portfolio-Oscar-Rojo	Portfolio personal de UX/UI. Proyecto estático (HTML + CSS + JS vanilla), sin frameworks ni build step.
osyrisrblx/every-rbxts-package	This is a tool used to download every @rbxts package on npm. Useful for testing purposes or searching the contents of all packages, not real development!
osyrisrblx/rbxts-knit	A roblox-ts package for Sleitnick's Knit framework.
osyrisrblx/rbxts-projectile	Create a projectile using the following options:
otaldoneto/PROJECT-STEAL-LOOT-ESCAPE	A Roblox stealth/heist game where you collect loot, manage your risk, escape before getting caught, and turn your stolen loot into progression.
otavio-castro-git/CRUD-Module-Roblox	A Lua module for Roblox Studio that simplifies the use of DataStoreService, providing Create, Read, Update, Increment and Delete operations for player data in a safe and versatile way.
otavio-castro-git/Roblox-Advanced-Movement-System	Um sistema de movimentação avançada para Roblox Studio, feito para dar ao jogador uma experiência de movimento fluida e dinâmica, com corrida, parkour, wall run, escalada, dash e slide — tudo em um único script.
othomson-roblox/cryo	A collection of methods for working with immutable data in a functional way for Roblox Lua.
otomeh07-dotcom/roblox-custom-chat-ui	A simple Roblox Studio LocalScript that adds: A chat toggle button Black chat bubbles White text Auto-sizing message bubbles
Outbroken/Typist	Typist is a Roblox module built to replicate a typewriter effect found in many games.
ouw2204/CleanIt	A LUAU memory cleaner, it's a simple package that helps you clean memory. As of now, CleanIt has cleaning support for: Functions Instances Connections Threads Tables Anything with a Destroy function > If you are sending …
OverlineJunior/rts-game	Replicating such a large map to the client is a heavy task.
overwatcheddude/roblox	Add this to main.js after createWindow():
oVesp/Evolve-your-monster	System Architecture Overview Core Components: Main Data Module - Entry point for the entire system DataStorage - Low-level data store wrapper with locking mechanisms Shared Module - Manages player data lifecycle …
Oyelami-Rejoice/EconomyGuard	EconomyGuard is a backend-focused Roblox framework for secure, server-authoritative economic transactions, duplicate prevention, audit logging, reconciliation, and targeted recovery.
Oysolute/SetRobloxPriority.bat	I decided to start making my small but first project on github and I decided since the first thing is simple and the simplest idea.
OziwStudio/robloxskill	Roblox Skill Pluz is a Roblox Studio and Luau skill built for fast, structured, production-minded work.
Ozzypig/ActionContext	Version: 1.0.1** Documentation available at docs.ozzypig.com/ActionContext Download pre-built model files via GitHub Releases Get Model on Roblox Creator Store
p3ckolim-dev/roblox_ttd	Rojo-based Roblox MVP for Tactical Tower Defense, a personal-lane tower defense game with TFT-inspired original synergies.
Pabloxrp97max/RobloxRep	I will post here the scripts that i consider to be posted freely for personal use.
pacalankpamii-design/roblox-music-tool	Starter project: upload banyak musik sekaligus ke Roblox, dengan pre-check potensi copyright sebelum di-upload.
Pacey-P/Bumper_Battle	A Roblox experience, developed with Rojo for a code-first workflow.
pacharasesangngam/ROBLOXSHOP	2.เปิดโฟลเดอร์ frontend และ backend ที่อยู่ในโฟลเตอร์ Website
Packmonke/Roblox-Mods-and-shaders	For dark shaders set your graphics to 3 or above right click on roblex then click open file location then platformcontent pc textures open up the darkshaders.zip then click darkshaders select everything ctrl c then ctrl …
paenian/PixelRun	A near-endless running game for Roblox where players sprint through themed 10-level obstacle packs, earn XP to purchase persistent power-ups, and race against an advancing morass wall.
paidpesos/Roblox-code-generator	Roblox is an online game platform and game creation system developed by Roblox Corporation that allows users to program and play games created by themselves or other users.
Pakenrol/roblox-group-image-uploader	Upload image files to a Roblox group as Decal assets with the Open Cloud Assets API.
PaladinPlague/Roblox-Dissertation-Files	The code within this file was developed within Roblox Creator Studio meaning this code will only execute within Roblox Creator Studio. Parts such as Models, UI, Sound Effects, Maps and Controls are held within Roblox.
PanBarrier/RobloxEmployeeSuit	My cool mod for lethal company that adds my friend Roblox Employee Used this guy to make this
Pancakq/CompKiller	Mirror of 4lpaca's CompKiller / "Fatality-Dark Interface" UI library (MIT). The original repo (github.com/4lpaca-pin/CompKiller) was taken down in Sept 2026.
Pancu/rodevs-script	All the files here are module scripts that can be called (on their start function) by a main local script or a main server script (depending if they are server.luau or client.luau)
PANDAARCHIT530/roblox-rivals-game	A competitive PvP game built for Roblox using Lua. Players spawn and compete against rivals in an arena-based experience.
pangames394-cloud/Roblox-Kingdom-Battle-System	-- Made By It_Ramfis239 -- Discord is pangamesdev
pankoha/roblox-game-project	src/shared → ReplicatedStorage/Shared に同期 src/server → ServerScriptService/Server に同期 src/client → StarterPlayer/StarterPlayerScripts/Client に同期 default.project.json → Rojoの同期設定
Paooo12/ROBLOX-	local p=game.Players.LocalPlayer local g=Instance.new("ScreenGui",game.CoreGui) local b=Instance.new("TextButton",g) b.Size=UDim2.new(0,100,0,35) b.Position=UDim2.new(0,20,0,200) b.Text="ลง/ขึ้น" …
paperboygold/vikingr-roblox	This folder mirrors the live Roblox Studio modules created through Studio MCP.
paradoxuum/rbxts-template	A basic template for creating Roblox games using roblox-ts.
parsley24-commits/roblox-rojo-project1	Roblox Studio とローカルの Luau ソースを Rojo 7.7.0 で同期するプロジェクトです。Rojo のバージョンは rokit.toml で固定しています。
paswa-dev/LuauProjects	DebuggingMenu.luau Essentially what the title says, a small debugging menu (before you ask if this is copying deadline, not its not) Destruction.luau Has some edge-cases, but allows for total destruction of parts and is …
patrickgrace3-tuff/Roblox	A code-first Roblox project synced with Roblox Studio via Rojo.
pattysworld2014/Roblox-test-game	An obstacle course game built in Roblox Studio.
pauliface/Roblox-Animation	A library of Lua modules and tooling for creating, publishing, and driving curve-based animations in Roblox, along with two Studio plugins for profiling and interactive playback control.
pavloredmi393-commits/Portal-gun-roblox-script	local player = game.Players.LocalPlayer local UserInputService = game:GetService("UserInputService") local TeleportService = game:GetService("TeleportService") local CoreGui = game:GetService("CoreGui")
PawisIV/MotoJoust	A Roblox bike combat sandbox — free-roam motorcycles with combat.
paws-uwu/roblox	A FNAF-inspired horror survival map for Roblox, built with Rojo so the whole game lives in version-controlled Lua files instead of a binary .rbxl.
pbib12321/api-roblox-item-gen	A simple Flask API to fetch a Roblox hat/hair ID by name. If it doesn't find a match, it returns a random popular one.
PCN29/hidden-devs-luau-demo	just a standalone Rojo project for a HiddenDevs Lua application demo.
PcoiDev/Green-Roblox-PlayButton	Customize the Appearance of the Roblox PlayButton on the Website
pdfj/Roblox-game	A modular Roblox tycoon/combat game built for Rojo. Players grow Meme Crops on personal plots, earn BrainCells (currency) and Gems (premium), harvest crops into usable meme weapons, and brawl in a central Arena for KO …
Pear-HyunJI/roblox	This template should help get you started developing with Vue 3 in Vite. The template uses Vue 3 SFCs, check out the script setup docs to learn more.
pedor123123/Hitbox-Api-For-Roblox-Studio	HitboxService - This module handles the creation and management of hitboxes for a given player.
Pedriq/ProjectMagnet	Нужно реализовать пошаговый интерактивный туториал для Roblox-игры.
Pedro-Caixa/kitty	A lifecycle-managed game framework for Roblox that helps you organize server logic, client logic, and game components in a clean, scalable way.
pedrosenhas746-ship-it/Fa-a-Roblox-vr-aq	Experimental Android XR compatibility project for phone + VRBox research.
Peek-Abu/peekabu-game-systems	A strongly-typed, server-authoritative game systems base for Roblox — a reusable foundation you can drop into any game.
PeerapolSelanon/roblox-mcp-pro	Let your AI agent build inside Roblox Studio. An open-source Model Context Protocol server that gives Claude, Codex, Cursor, Antigravity (and any MCP client) hands-on control of a live Roblox Studio session — run Luau, …
